year,facility_number,facility_name,begin_date,end_date,county_name,region,type_of_control,hours_type,productive_hours,productive_hours_per_adjusted_patient_day,phapd_missing
2009,106010735,ALAMEDA HOSPITAL,7/1/2008,6/30/2009,Alameda,Bay Area,District,Administrative Services Cost Centers,78579,1.45,N
2009,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Administrative Services Cost Centers,347007,2.05,N
2009,106010776,CHILDRENS HOSPITAL & RESEARCH CENTER AT OAKLAND,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Administrative Services Cost Centers,205979,2.18,N
2009,106010782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Administrative Services Cost Centers,4228,0.43,N
2009,106010805,EDEN MEDICAL CENTER,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Administrative Services Cost Centers,233934,2.68,N
2009,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2008,6/30/2009,Alameda,Bay Area,City/County,Administrative Services Cost Centers,446380,2.59,N
2009,106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Administrative Services Cost Centers,1207209,13.90,N
2009,106010858,KAISER FOUNDATION HOSPITAL - HAYWARD,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Administrative Services Cost Centers,1203374,18.97,N
2009,106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,1/1/2009,12/31/2009,Alameda,Bay Area,Investor,Administrative Services Cost Centers,57698,2.94,N
2009,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Administrative Services Cost Centers,250933,2.36,N
2009,106010967,ST. ROSE HOSPITAL,10/1/2008,9/30/2009,Alameda,Bay Area,Non-Profit,Administrative Services Cost Centers,128865,2.47,N
2009,106010987,WASHINGTON HOSPITAL - FREMONT,7/1/2008,6/30/2009,Alameda,Bay Area,District,Administrative Services Cost Centers,307277,3.98,N
2009,106013687,MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Administrative Services Cost Centers,0,0.00,N
2009,106014034,FREMONT HOSPITAL,1/1/2009,12/31/2009,Alameda,Bay Area,Investor,Administrative Services Cost Centers,44180,1.42,N
2009,106014050,VALLEYCARE MEDICAL CENTER,7/1/2008,6/30/2009,Alameda,Bay Area,Non-Profit,Administrative Services Cost Centers,154744,2.30,N
2009,106014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,7/1/2008,6/30/2009,Alameda,Bay Area,Investor,Administrative Services Cost Centers,9912,1.45,N
2009,106014226,TELECARE WILLOW ROCK CENTER,7/1/2008,6/30/2009,Alameda,Bay Area,Investor,Administrative Services Cost Centers,8233,2.48,N
2009,106034002,SUTTER AMADOR HOSPITAL,1/1/2009,12/31/2009,Amador,Central Sierra,Non-Profit,Administrative Services Cost Centers,49001,2.94,N
2009,106040802,BIGGS-GRIDLEY MEMORIAL HOSPITAL,7/1/2008,6/30/2009,Butte,Northern Sacramento Valley,Non-Profit,Administrative Services Cost Centers,29788,1.49,N
2009,106040875,FEATHER RIVER HOSPITAL,1/1/2009,12/31/2009,Butte,Northern Sacramento Valley,Non-Profit,Administrative Services Cost Centers,164240,3.93,N
2009,106040937,OROVILLE HOSPITAL,12/1/2008,11/30/2009,Butte,Northern Sacramento Valley,Non-Profit,Administrative Services Cost Centers,143114,2.57,N
2009,106040962,ENLOE MEDICAL CENTER - ESPLANADE CAMPUS,7/1/2008,6/30/2009,Butte,Northern Sacramento Valley,Non-Profit,Administrative Services Cost Centers,385247,3.77,N
2009,106050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,7/1/2008,6/30/2009,Calaveras,Central Sierra,Non-Profit,Administrative Services Cost Centers,59895,4.27,N
2009,106060870,COLUSA REGIONAL MEDICAL CENTER,4/1/2008,3/31/2009,Colusa,Northern Sacramento Valley,Non-Profit,Administrative Services Cost Centers,33453,3.21,N
2009,106070904,DOCTORS MEDICAL CENTER - SAN PABLO,1/1/2009,12/31/2009,Contra Costa,Bay Area,District,Administrative Services Cost Centers,112619,2.43,N
2009,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,7/1/2008,6/30/2009,Contra Costa,Bay Area,City/County,Administrative Services Cost Centers,381638,4.53,N
2009,106070934,SUTTER DELTA MEDICAL CENTER,1/1/2009,12/31/2009,Contra Costa,Bay Area,Non-Profit,Administrative Services Cost Centers,124147,2.77,N
2009,106070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,1/1/2009,12/31/2009,Contra Costa,Bay Area,Non-Profit,Administrative Services Cost Centers,253202,2.18,N
2009,106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1/1/2009,12/31/2009,Contra Costa,Bay Area,Non-Profit,Administrative Services Cost Centers,990305,14.84,N
2009,106071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,1/1/2009,12/31/2009,Contra Costa,Bay Area,Non-Profit,Administrative Services Cost Centers,138674,2.12,N
2009,106074017,SAN RAMON REGIONAL MEDICAL CENTER,1/1/2009,12/31/2009,Contra Costa,Bay Area,Investor,Administrative Services Cost Centers,104022,3.03,N
2009,106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,1/1/2009,12/31/2009,Contra Costa,Bay Area,Non-Profit,Administrative Services Cost Centers,33850,1.58,N
2009,106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,1/1/2009,12/31/2009,Contra Costa,Bay Area,Non-Profit,Administrative Services Cost Centers,488054,16.57,N
2009,106084001,SUTTER COAST HOSPITAL,1/1/2009,12/31/2009,Del Norte,Northern California,Non-Profit,Administrative Services Cost Centers,82628,3.64,N
2009,106090793,BARTON MEMORIAL HOSPITAL,1/1/2009,12/31/2009,El Dorado,Greater Sacramento,Non-Profit,Administrative Services Cost Centers,121872,2.19,N
2009,106090933,MARSHALL MEDICAL CENTER,11/1/2008,10/31/2009,El Dorado,Greater Sacramento,Non-Profit,Administrative Services Cost Centers,283539,5.28,N
2009,106100005,CLOVIS COMMUNITY MEDICAL CENTER,9/1/2008,8/31/2009,Fresno,San Joaquin Valley,Non-Profit,Administrative Services Cost Centers,70286,1.19,N
2009,106100697,COALINGA REGIONAL MEDICAL CENTER,7/1/2008,6/30/2009,Fresno,San Joaquin Valley,District,Administrative Services Cost Centers,21924,0.40,N
2009,106100717,COMMUNITY REGIONAL MEDICAL CENTER,9/1/2008,8/31/2009,Fresno,San Joaquin Valley,Non-Profit,Administrative Services Cost Centers,376667,1.22,N
2009,106100745,KINGSBURG MEDICAL HOSPITAL,7/1/2008,6/30/2009,Fresno,San Joaquin Valley,District,Administrative Services Cost Centers,16087,1.37,N
2009,106100797,SIERRA KINGS DISTRICT HOSPITAL,7/1/2008,6/30/2009,Fresno,San Joaquin Valley,District,Administrative Services Cost Centers,38829,2.62,N
2009,106100899,ST. AGNES MEDICAL CENTER,7/1/2008,6/30/2009,Fresno,San Joaquin Valley,Non-Profit,Administrative Services Cost Centers,569719,3.42,N
2009,106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,1/1/2009,12/31/2009,Fresno,San Joaquin Valley,Investor,Administrative Services Cost Centers,85183,4.54,N
2009,106104047,FRESNO SURGICAL HOSPITAL,1/1/2009,12/31/2009,Fresno,San Joaquin Valley,Investor,Administrative Services Cost Centers,23987,2.68,N
2009,106104062,KAISER FOUNDATION HOSPITAL - FRESNO,1/1/2009,12/31/2009,Fresno,San Joaquin Valley,Non-Profit,Administrative Services Cost Centers,582781,19.39,N
2009,106105029,FRESNO HEART & SURGICAL HOSPITAL,9/1/2008,8/31/2009,Fresno,San Joaquin Valley,Investor,Administrative Services Cost Centers,55372,3.92,N
2009,106110889,GLENN MEDICAL CENTER,7/1/2008,6/30/2009,Glenn,Northern Sacramento Valley,Non-Profit,Administrative Services Cost Centers,25053,3.79,N
2009,106121002,MAD RIVER COMMUNITY HOSPITAL,7/1/2008,6/30/2009,Humboldt,Northern California,Investor,Administrative Services Cost Centers,66670,2.40,N
2009,106121031,JEROLD PHELPS COMMUNITY HOSPITAL,7/1/2008,6/30/2009,Humboldt,Northern California,District,Administrative Services Cost Centers,14132,1.30,N
2009,106121051,REDWOOD MEMORIAL HOSPITAL,7/1/2008,6/30/2009,Humboldt,Northern California,Non-Profit,Administrative Services Cost Centers,40942,3.04,N
2009,106121080,ST. JOSEPH HOSPITAL - EUREKA,7/1/2008,6/30/2009,Humboldt,Northern California,Non-Profit,Administrative Services Cost Centers,218271,4.09,N
2009,106130699,EL CENTRO REGIONAL MEDICAL CENTER,7/1/2008,6/30/2009,Imperial,Southern Border,City/County,Administrative Services Cost Centers,256255,4.88,N
2009,106130760,PIONEERS MEMORIAL HOSPITAL,7/1/2008,6/30/2009,Imperial,Southern Border,District,Administrative Services Cost Centers,109456,2.68,N
2009,106141273,NORTHERN INYO HOSPITAL,7/1/2008,6/30/2009,Inyo,Central Sierra,District,Administrative Services Cost Centers,54624,5.96,N
2009,106141338,SOUTHERN INYO HOSPITAL,7/1/2008,6/30/2009,Inyo,Central Sierra,District,Administrative Services Cost Centers,13579,0.45,N
2009,106150706,DELANO REGIONAL MEDICAL CENTER,1/1/2009,12/31/2009,Kern,San Joaquin Valley,Non-Profit,Administrative Services Cost Centers,154278,3.18,N
2009,106150722,BAKERSFIELD MEMORIAL HOSPITAL,7/1/2008,6/30/2009,Kern,San Joaquin Valley,Non-Profit,Administrative Services Cost Centers,301234,3.11,N
2009,106150736,KERN MEDICAL CENTER,7/1/2008,6/30/2009,Kern,San Joaquin Valley,City/County,Administrative Services Cost Centers,271344,3.11,N
2009,106150737,KERN VALLEY HEALTHCARE DISTRICT,7/1/2008,6/30/2009,Kern,San Joaquin Valley,District,Administrative Services Cost Centers,42632,0.76,N
2009,106150761,MERCY HOSPITAL - BAKERSFIELD,7/1/2008,6/30/2009,Kern,San Joaquin Valley,Non-Profit,Administrative Services Cost Centers,261827,2.60,N
2009,106150775,GOOD SAMARITAN HOSPITAL,1/1/2009,12/31/2009,Kern,San Joaquin Valley,Investor,Administrative Services Cost Centers,70958,2.62,N
2009,106150782,RIDGECREST REGIONAL HOSPITAL,2/1/2008,1/31/2009,Kern,San Joaquin Valley,Non-Profit,Administrative Services Cost Centers,80592,3.81,N
2009,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,1/1/2009,12/31/2009,Kern,San Joaquin Valley,Non-Profit,Administrative Services Cost Centers,281319,3.20,N
2009,106150808,TEHACHAPI HOSPITAL,7/1/2008,6/30/2009,Kern,San Joaquin Valley,District,Administrative Services Cost Centers,29983,0.60,N
2009,106154022,HEALTHSOUTH BAKERSFIELD REGIONAL REHABILITATION HOSPITAL,1/1/2009,12/31/2009,Kern,San Joaquin Valley,Investor,Administrative Services Cost Centers,32058,1.70,N
2009,106154101,BAKERSFIELD HEART HOSPITAL,10/1/2008,9/30/2009,Kern,San Joaquin Valley,Investor,Administrative Services Cost Centers,71427,3.45,N
2009,106160702,CORCORAN DISTRICT HOSPITAL,7/1/2008,6/30/2009,Kings,San Joaquin Valley,District,Administrative Services Cost Centers,26758,3.06,N
2009,106160725,HANFORD COMMUNITY HOSPITAL,1/1/2009,12/31/2009,Kings,San Joaquin Valley,Non-Profit,Administrative Services Cost Centers,210240,2.71,N
2009,106160787,CENTRAL VALLEY GENERAL HOSPITAL,1/1/2009,12/31/2009,Kings,San Joaquin Valley,Non-Profit,Administrative Services Cost Centers,91979,2.74,N
2009,106171049,ST. HELENA HOSPITAL - CLEARLAKE,1/1/2009,12/31/2009,Lake,Northern California,Non-Profit,Administrative Services Cost Centers,48985,2.47,N
2009,106171395,SUTTER LAKESIDE HOSPITAL,1/1/2009,12/31/2009,Lake,Northern California,Non-Profit,Administrative Services Cost Centers,72099,4.19,N
2009,106184008,BANNER LASSEN MEDICAL CENTER,1/1/2009,12/31/2009,Lassen,Northern California,Non-Profit,Administrative Services Cost Centers,48138,3.93,N
2009,106190017,ALHAMBRA HOSPITAL,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,72722,1.82,N
2009,106190020,BHC ALHAMBRA HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,47141,1.50,N
2009,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2008,6/30/2009,Los Angeles,Southern California,District,Administrative Services Cost Centers,319076,2.43,N
2009,106190045,CATALINA ISLAND MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,12681,1.40,N
2009,106190049,VISTA HOSPITAL OF SAN GABRIEL VALLEY,9/1/2008,8/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,54395,2.47,N
2009,106190052,BARLOW HOSPITAL,9/1/2008,8/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,55032,2.50,N
2009,106190053,ST. MARY MEDICAL CENTER - LONG BEACH,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,219156,2.70,N
2009,106190066,BELLFLOWER MEDICAL CENTER,9/1/2008,8/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,69554,2.09,N
2009,106190081,BEVERLY HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,120755,2.35,N
2009,106190110,BROTMAN MEDICAL CENTER,10/1/2008,9/30/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,92718,1.30,N
2009,106190125,CALIFORNIA HOSPITAL MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,484747,4.89,N
2009,106190137,CASA COLINA HOSPITAL FOR REHABILITATIVE MEDICINE,4/1/2008,3/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,64120,2.10,N
2009,106190148,CENTINELA HOSPITAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,207291,2.36,N
2009,106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,50516,0.99,N
2009,106190159,TRI-CITY REGIONAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,62021,2.71,N
2009,106190163,AURORA CHARTER OAK,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,57199,1.67,N
2009,106190170,CHILDREN'S HOSPITAL OF LOS ANGELES,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,345415,2.82,N
2009,106190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,10/1/2008,9/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,484339,4.70,N
2009,106190184,COLLEGE HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,141321,2.41,N
2009,106190196,VISTA HOSPITAL OF SOUTH BAY,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,55243,2.31,N
2009,106190197,COMMUNITY & MISSION HOSPITALS OF HUNTINGTON PARK,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,65970,3.29,N
2009,106190198,LOS ANGELES COMMUNITY HOSPITAL,10/1/2008,9/30/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,86748,1.42,N
2009,106190200,SAN GABRIEL VALLEY MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,173840,2.81,N
2009,106190232,DEL AMO HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,54292,1.33,N
2009,106190240,LAKEWOOD REGIONAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,103476,1.95,N
2009,106190243,DOWNEY REGIONAL MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,243387,3.39,N
2009,106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,91832,2.70,N
2009,106190280,ENCINO HOSPITAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,47412,1.70,N
2009,106190298,FOOTHILL PRESBYTERIAN HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,47272,1.46,N
2009,106190305,KINDRED HOSPITAL - LOS ANGELES,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,59024,2.12,N
2009,106190307,PACIFIC ALLIANCE MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,113822,3.58,N
2009,106190315,GARFIELD MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,146402,1.98,N
2009,106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,31236,1.25,N
2009,106190323,GLENDALE ADVENTIST MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,312444,2.21,N
2009,106190328,EAST VALLEY HOSPITAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,39240,2.68,N
2009,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,41857,1.64,N
2009,106190380,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,10/1/2008,9/30/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,61166,1.50,N
2009,106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,246706,1.86,N
2009,106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,335992,3.16,N
2009,106190392,GOOD SAMARITAN HOSPITAL- LA,9/1/2008,8/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,246755,2.33,N
2009,106190400,HUNTINGTON MEMORIAL HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,521161,3.17,N
2009,106190422,TORRANCE MEMORIAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,508830,3.20,N
2009,106190429,KAISER FOUNDATION HOSPITAL - SUNSET,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,985058,7.50,N
2009,106190431,KAISER FOUNDATION HOSPITAL - HARBOR CITY,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,693126,13.33,N
2009,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,579084,11.65,N
2009,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,705575,15.76,N
2009,106190449,KINDRED HOSPITAL - LA MIRADA,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,173307,2.65,N
2009,106190455,LANCASTER COMMUNITY HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,101556,2.48,N
2009,106190462,AURORA LAS ENCINAS HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,63226,2.89,N
2009,106190468,PROMISE HOSPITAL OF EAST LOS ANGELES,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,120005,2.83,N
2009,106190470,PROVIDENCE LITTLE CO OF MARY-TORRANCE,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,368812,2.77,N
2009,106190475,COMMUNITY HOSPITAL OF LONG BEACH,10/1/2008,9/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,77249,2.58,N
2009,106190500,MARINA DEL REY HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,85490,3.74,N
2009,106190517,TARZANA MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,214917,2.76,N
2009,106190521,MEMORIAL HOSPITAL OF GARDENA,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,108900,1.73,N
2009,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,212153,2.88,N
2009,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,77632,1.70,N
2009,106190525,LONG BEACH MEMORIAL MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,435027,2.61,N
2009,106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,404238,3.68,N
2009,106190534,OLYMPIA MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,149166,3.14,N
2009,106190541,MONROVIA MEMORIAL HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,25917,5.09,N
2009,106190547,MONTEREY PARK HOSPITAL,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,52740,1.99,N
2009,106190552,MOTION PICTURE & TELEVISION HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,85588,0.27,N
2009,106190555,CEDARS-SINAI MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,2450032,6.42,N
2009,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,344222,2.92,N
2009,106190587,PACIFIC HOSPITAL OF LONG BEACH,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,84219,1.51,N
2009,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,444594,2.88,N
2009,106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,10/1/2008,9/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,677779,5.07,N
2009,106190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,149737,0.91,N
2009,106190661,SILVER LAKE MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,145419,3.31,N
2009,106190673,SAN DIMAS COMMUNITY HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,58916,2.72,N
2009,106190680,PROVIDENCE LITTLE CO OF MARY-SAN PEDRO,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,172901,1.74,N
2009,106190681,MIRACLE MILE MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,27329,15.27,N
2009,106190687,SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,292629,3.13,N
2009,106190696,PACIFICA HOSPITAL OF THE VALLEY,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,89245,1.43,N
2009,106190708,SHERMAN OAKS HOSPITAL & HEALTH CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,67941,2.53,N
2009,106190754,ST. FRANCIS MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,340413,2.23,N
2009,106190756,ST. JOHN'S HEALTH CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,315010,4.18,N
2009,106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,384371,3.02,N
2009,106190762,ST. VINCENT MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,207032,2.86,N
2009,106190766,COAST PLAZA DOCTORS HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,58615,2.54,N
2009,106190782,TARZANA TREATMENT CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,4167,0.27,N
2009,106190784,TEMPLE COMMUNITY HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,60541,2.89,N
2009,106190796,RONALD REAGAN UCLA MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,677112,3.05,N
2009,106190812,VALLEY PRESBYTERIAN HOSPITAL,11/1/2008,10/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,251430,2.74,N
2009,106190818,VERDUGO HILLS HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,74823,1.35,N
2009,106190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,9/1/2008,8/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,84853,1.62,N
2009,106190857,DOCTORS HOSPITAL OF WEST COVINA,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,22416,1.70,N
2009,106190859,WEST HILLS HOSPITAL & MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,117809,2.22,N
2009,106190878,WHITE MEMORIAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,317503,2.49,N
2009,106190883,WHITTIER HOSPITAL MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Administrative Services Cost Centers,89819,1.69,N
2009,106190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Administrative Services Cost Centers,89908,3.19,N
