year;facility_number;facility_name;begin_date;end_date;county_name;type_of_control;hours_type;productive_hours;productive_hours_per_adjusted_patient_day
2011;106190568;NORTHRIDGE HOSPITAL MEDICAL CENTER;07/01/2010;06/30/2011;Los Angeles;Non-Profit;General Services Cost Centers;610288;5.16
2011;106190568;NORTHRIDGE HOSPITAL MEDICAL CENTER;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Fiscal Services Cost Centers;134986;1.14
2011;106190568;NORTHRIDGE HOSPITAL MEDICAL CENTER;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Administrative Services Cost Centers;402794;3.41
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Management & Supervision;160256;2.99
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Technician & Specialist;241693;4.5
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Registered Nurse;235570;4.39
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Licensed Vocational Nurse;65277;1.22
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Aides & Orderlies;138220;2.58
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Clerical & Other Administrative;202487;3.77
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Environmental & Food Services;40152;0.75
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Other;55896;1.04
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Contracted Registry Nursing;42847;0.8
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Contracted Other;185268;3.45
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Daily Cost Centers;479348;8.93
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Ambulatory Cost Centers;82944;1.55
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Ancillary Cost Centers;242782;4.53
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Education Cost Centers;59048;1.1
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;General Services Cost Centers;286180;5.33
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Fiscal Services Cost Centers;123329;2.3
2011;106190587;PACIFIC HOSPITAL OF LONG BEACH;01/01/2011;12/31/2011;Los Angeles;Investor;Administrative Services Cost Centers;94035;1.75
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Management & Supervision;363525;2.58
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Technician & Specialist;871788;6.2
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Registered Nurse;1403677;9.98
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Licensed Vocational Nurse;66135;0.47
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Aides & Orderlies;382925;2.72
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Clerical & Other Administrative;1117229;7.94
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Environmental & Food Services;391312;2.78
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Other;89828;0.64
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Contracted Registry Nursing;40219;0.29
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Contracted Other;37209;0.26
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Daily Cost Centers;1519603;10.8
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Ambulatory Cost Centers;377835;2.69
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Ancillary Cost Centers;1010450;7.18
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Education Cost Centers;42277;0.3
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;General Services Cost Centers;787598;5.6
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Fiscal Services Cost Centers;461227;3.28
2011;106190630;POMONA VALLEY HOSPITAL MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Administrative Services Cost Centers;369526;2.63
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Management & Supervision;272989;1.89
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Technician & Specialist;1286765;8.93
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Registered Nurse;1173558;8.14
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Licensed Vocational Nurse;47241;0.33
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Aides & Orderlies;330143;2.29
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Clerical & Other Administrative;849982;5.9
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Environmental & Food Services;331990;2.3
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Other;152613;1.06
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Contracted Registry Nursing;21204;0.15
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Contracted Other;6428;0.04
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Daily Cost Centers;1280995;8.89
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Ambulatory Cost Centers;444216;3.08
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Ancillary Cost Centers;952024;6.61
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Education Cost Centers;53370;0.37
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;General Services Cost Centers;724746;5.03
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Fiscal Services Cost Centers;330566;2.29
2011;106190631;PRESBYTERIAN INTERCOMMUNITY HOSPITAL;10/01/2010;09/30/2011;Los Angeles;Non-Profit;Administrative Services Cost Centers;686996;4.77
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Management & Supervision;369808;2.32
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Technician & Specialist;667396;4.18
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Registered Nurse;1179170;7.38
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Licensed Vocational Nurse;97385;0.61
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Aides & Orderlies;271451;1.7
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Clerical & Other Administrative;446200;2.79
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Environmental & Food Services;283171;1.77
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Other;349871;2.19
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Contracted Registry Nursing;32997;0.21
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Contracted Other;15587;0.1
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Daily Cost Centers;1468388;9.19
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Ambulatory Cost Centers;241676;1.51
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Ancillary Cost Centers;924732;5.79
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Education Cost Centers;0;0
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;General Services Cost Centers;780918;4.89
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Fiscal Services Cost Centers;150240;0.94
2011;106190636;CITRUS VALLEY MEDICAL CENTER - QV CAMPUS;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Administrative Services Cost Centers;147082;0.92
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Management & Supervision;94749;1.64
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Technician & Specialist;281614;4.86
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Registered Nurse;232442;4.01
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Licensed Vocational Nurse;50095;0.86
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Aides & Orderlies;164143;2.83
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Clerical & Other Administrative;158531;2.74
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Environmental & Food Services;124303;2.15
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Other;39926;0.69
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Contracted Registry Nursing;7123;0.12
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Contracted Other;2110;0.04
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Daily Cost Centers;475452;8.21
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Ambulatory Cost Centers;85591;1.48
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Ancillary Cost Centers;138608;2.39
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Education Cost Centers;6088;0.11
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;General Services Cost Centers;265833;4.59
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Fiscal Services Cost Centers;65062;1.12
2011;106190661;SILVER LAKE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Administrative Services Cost Centers;118402;2.04
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Management & Supervision;46887;2.44
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Technician & Specialist;145351;7.56
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Registered Nurse;190407;9.91
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Licensed Vocational Nurse;21767;1.13
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Aides & Orderlies;70054;3.64
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Clerical & Other Administrative;103737;5.4
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Environmental & Food Services;54089;2.81
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Other;21650;1.13
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Contracted Registry Nursing;5633;0.29
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Contracted Other;2071;0.11
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Daily Cost Centers;212525;11.06
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Ambulatory Cost Centers;52529;2.73
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Ancillary Cost Centers;140001;7.28
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Education Cost Centers;0;0
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;General Services Cost Centers;134860;7.02
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Fiscal Services Cost Centers;58393;3.04
2011;106190673;SAN DIMAS COMMUNITY HOSPITAL;01/01/2011;12/31/2011;Los Angeles;Investor;Administrative Services Cost Centers;63338;3.3
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Management & Supervision;118194;1.23
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Technician & Specialist;457193;4.75
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Registered Nurse;385911;4.01
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Licensed Vocational Nurse;136440;1.42
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Aides & Orderlies;229175;2.38
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Clerical & Other Administrative;200340;2.08
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Environmental & Food Services;124680;1.3
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Other;63113;0.66
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Contracted Registry Nursing;50990;0.53
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Contracted Other;9375;0.1
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Daily Cost Centers;717515;7.46
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Ambulatory Cost Centers;123979;1.29
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Ancillary Cost Centers;379164;3.94
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Education Cost Centers;0;0
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;General Services Cost Centers;300211;3.12
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Fiscal Services Cost Centers;37709;0.39
2011;106190680;PROVIDENCE LITTLE CO OF MARY-SAN PEDRO;01/01/2011;12/31/2011;Los Angeles;Non-Profit;Administrative Services Cost Centers;216833;2.25
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Management & Supervision;15649;16.47
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Technician & Specialist;10862;11.43
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Registered Nurse;15898;16.73
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Licensed Vocational Nurse;0;0
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Aides & Orderlies;5088;5.36
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Clerical & Other Administrative;38929;40.98
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Environmental & Food Services;15133;15.93
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Other;0;0
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Contracted Registry Nursing;0;0
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Contracted Other;0;0
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Daily Cost Centers;17148;18.05
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Ambulatory Cost Centers;2420;2.55
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Ancillary Cost Centers;15453;16.27
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Education Cost Centers;0;0
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;General Services Cost Centers;18880;19.87
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Fiscal Services Cost Centers;39198;41.26
2011;106190681;MIRACLE MILE MEDICAL CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Administrative Services Cost Centers;8460;8.91
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Management & Supervision;255166;2.64
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Technician & Specialist;751381;7.79
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Registered Nurse;1051600;10.9
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Licensed Vocational Nurse;10525;0.11
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Aides & Orderlies;428697;4.44
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Clerical & Other Administrative;265080;2.75
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Environmental & Food Services;281369;2.92
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Other;1496;0.02
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Contracted Registry Nursing;51912;0.54
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Contracted Other;95437;0.99
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Daily Cost Centers;1292850;13.4
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Ambulatory Cost Centers;230755;2.39
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Ancillary Cost Centers;663006;6.87
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Education Cost Centers;66209;0.69
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;General Services Cost Centers;549256;5.69
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Fiscal Services Cost Centers;60134;0.62
2011;106190687;SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL;07/01/2010;06/30/2011;Los Angeles;Non-Profit;Administrative Services Cost Centers;330453;3.43
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Management & Supervision;58985;1.02
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Technician & Specialist;137113;2.38
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Registered Nurse;209471;3.64
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Licensed Vocational Nurse;166916;2.9
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Aides & Orderlies;96061;1.67
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Clerical & Other Administrative;112996;1.96
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Environmental & Food Services;120064;2.08
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Other;151;0
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Contracted Registry Nursing;5692;0.1
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Contracted Other;2159;0.04
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Daily Cost Centers;439151;7.63
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Ambulatory Cost Centers;36949;0.64
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Ancillary Cost Centers;131833;2.29
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Education Cost Centers;0;0
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;General Services Cost Centers;191047;3.32
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Fiscal Services Cost Centers;49014;0.85
2011;106190696;PACIFICA HOSPITAL OF THE VALLEY;01/01/2011;12/31/2011;Los Angeles;Investor;Administrative Services Cost Centers;61614;1.07
2011;106190708;SHERMAN OAKS HOSPITAL & HEALTH CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Management & Supervision;51435;1.93
2011;106190708;SHERMAN OAKS HOSPITAL & HEALTH CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Technician & Specialist;209442;7.84
2011;106190708;SHERMAN OAKS HOSPITAL & HEALTH CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Registered Nurse;220488;8.26
2011;106190708;SHERMAN OAKS HOSPITAL & HEALTH CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Licensed Vocational Nurse;39943;1.5
2011;106190708;SHERMAN OAKS HOSPITAL & HEALTH CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Aides & Orderlies;65864;2.47
2011;106190708;SHERMAN OAKS HOSPITAL & HEALTH CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Clerical & Other Administrative;126060;4.72
2011;106190708;SHERMAN OAKS HOSPITAL & HEALTH CENTER;01/01/2011;12/31/2011;Los Angeles;Investor;Environmental & Food Services;54334;2.03
