year;facility_number;facility_name;begin_date;end_date;county_name;type_of_control;hours_type;productive_hours;productive_hours_per_adjusted_patient_day
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;Aides & Orderlies;29566;2.54
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;Clerical & Other Administrative;26123;2.24
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;Environmental & Food Services;28979;2.49
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;Other;14971;1.28
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;Contracted Registry Nursing;296;0.03
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;Contracted Other;0;0
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;Daily Cost Centers;72033;6.18
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;Ambulatory Cost Centers;0;0
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;Ancillary Cost Centers;54730;4.69
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;Education Cost Centers;549;0.05
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;General Services Cost Centers;55636;4.77
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;Fiscal Services Cost Centers;15271;1.31
2010;106190857;DOCTORS HOSPITAL OF WEST COVINA;01/01/2010;12/31/2010;Los Angeles;Investor;Administrative Services Cost Centers;31274;2.68
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Management & Supervision;110056;2.05
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Technician & Specialist;257070;4.78
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Registered Nurse;505243;9.4
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Licensed Vocational Nurse;9827;0.18
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Aides & Orderlies;225443;4.19
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Clerical & Other Administrative;100167;1.86
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Environmental & Food Services;90433;1.68
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Other;4383;0.08
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Contracted Registry Nursing;51356;0.96
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Contracted Other;40230;0.75
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Daily Cost Centers;531601;9.89
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Ambulatory Cost Centers;92601;1.72
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Ancillary Cost Centers;420993;7.83
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Education Cost Centers;0;0
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;General Services Cost Centers;197947;3.68
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Fiscal Services Cost Centers;10754;0.2
2010;106190859;WEST HILLS HOSPITAL & MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Investor;Administrative Services Cost Centers;136185;2.53
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Management & Supervision;234990;1.87
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Technician & Specialist;679271;5.41
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Registered Nurse;932221;7.42
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Licensed Vocational Nurse;49107;0.39
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Aides & Orderlies;227734;1.81
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Clerical & Other Administrative;458084;3.65
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Environmental & Food Services;144297;1.15
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Other;141440;1.13
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Contracted Registry Nursing;50104;0.4
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Contracted Other;42948;0.34
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Daily Cost Centers;1071419;8.53
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Ambulatory Cost Centers;145146;1.16
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Ancillary Cost Centers;704214;5.61
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Education Cost Centers;159910;1.27
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;General Services Cost Centers;370833;2.95
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Fiscal Services Cost Centers;198769;1.58
2010;106190878;WHITE MEMORIAL MEDICAL CENTER;01/01/2010;12/31/2010;Los Angeles;Non-Profit;Administrative Services Cost Centers;309905;2.47
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Management & Supervision;58324;1.1
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Technician & Specialist;165028;3.12
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Registered Nurse;670131;12.68
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Licensed Vocational Nurse;25177;0.48
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Aides & Orderlies;75258;1.42
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Clerical & Other Administrative;228920;4.33
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Environmental & Food Services;65107;1.23
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Other;0;0
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Contracted Registry Nursing;0;0
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Contracted Other;0;0
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Daily Cost Centers;374306;7.08
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Ambulatory Cost Centers;83987;1.59
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Ancillary Cost Centers;539931;10.22
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Education Cost Centers;0;0
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;General Services Cost Centers;142497;2.7
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Fiscal Services Cost Centers;56052;1.06
2010;106190883;WHITTIER HOSPITAL MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;Investor;Administrative Services Cost Centers;91172;1.73
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Management & Supervision;50938;1.81
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Technician & Specialist;137809;4.88
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Registered Nurse;223958;7.94
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Licensed Vocational Nurse;11115;0.39
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Aides & Orderlies;56714;2.01
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Clerical & Other Administrative;46381;1.64
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Environmental & Food Services;333;0.01
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Other;27064;0.96
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Contracted Registry Nursing;558;0.02
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Contracted Other;0;0
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Daily Cost Centers;341923;12.12
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Ambulatory Cost Centers;79544;2.82
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Ancillary Cost Centers;9724;0.34
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Education Cost Centers;3056;0.11
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;General Services Cost Centers;64054;2.27
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Fiscal Services Cost Centers;0;0
2010;106190930;RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Administrative Services Cost Centers;56569;2
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Management & Supervision;156123;1.93
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Technician & Specialist;314549;3.9
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Registered Nurse;530264;6.57
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Licensed Vocational Nurse;131740;1.63
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Aides & Orderlies;3140;0.04
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Clerical & Other Administrative;465918;5.77
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Environmental & Food Services;7674;0.1
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Other;153067;1.9
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Contracted Registry Nursing;29928;0.37
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Contracted Other;289483;3.59
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Daily Cost Centers;704042;8.72
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Ambulatory Cost Centers;162903;2.02
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Ancillary Cost Centers;406814;5.04
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Education Cost Centers;0;0
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;General Services Cost Centers;466870;5.79
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Fiscal Services Cost Centers;152816;1.89
2010;106190949;HENRY MAYO NEWHALL MEMORIAL HOSPITAL;10/01/2009;09/30/2010;Los Angeles;Non-Profit;Administrative Services Cost Centers;188441;2.34
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Management & Supervision;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Technician & Specialist;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Registered Nurse;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Licensed Vocational Nurse;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Aides & Orderlies;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Clerical & Other Administrative;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Environmental & Food Services;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Other;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Contracted Registry Nursing;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Contracted Other;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Daily Cost Centers;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Ambulatory Cost Centers;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Ancillary Cost Centers;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Education Cost Centers;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;General Services Cost Centers;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Fiscal Services Cost Centers;0;0
2010;106190958;METROPOLITAN STATE HOSPITAL;07/01/2009;06/30/2010;Los Angeles;State;Administrative Services Cost Centers;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Management & Supervision;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Technician & Specialist;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Registered Nurse;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Licensed Vocational Nurse;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Aides & Orderlies;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Clerical & Other Administrative;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Environmental & Food Services;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Other;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Contracted Registry Nursing;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Contracted Other;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Daily Cost Centers;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Ambulatory Cost Centers;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Ancillary Cost Centers;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Education Cost Centers;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;General Services Cost Centers;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Fiscal Services Cost Centers;0;0
2010;106191014;LANTERMAN STATE HOSPITAL AND DEVELOPMENTAL CENTER;07/01/2009;06/30/2010;Los Angeles;State;Administrative Services Cost Centers;0;0
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Management & Supervision;64993;2.22
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Technician & Specialist;137303;4.69
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Registered Nurse;153259;5.23
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Licensed Vocational Nurse;10586;0.36
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Aides & Orderlies;36734;1.25
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Clerical & Other Administrative;221261;7.55
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Environmental & Food Services;20855;0.71
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Other;0;0
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Contracted Registry Nursing;36358;1.24
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Contracted Other;30805;1.05
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Daily Cost Centers;144672;4.94
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Ambulatory Cost Centers;106151;3.62
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Ancillary Cost Centers;160085;5.46
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Education Cost Centers;0;0
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;General Services Cost Centers;115265;3.93
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Fiscal Services Cost Centers;77189;2.63
2010;106191216;USC KENNETH NORRIS JR. CANCER HOSPITAL;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Administrative Services Cost Centers;108792;3.71
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Management & Supervision;11682;0.79
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Technician & Specialist;698;0.05
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Registered Nurse;8457;0.57
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Licensed Vocational Nurse;8490;0.57
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Aides & Orderlies;0;0
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Clerical & Other Administrative;12465;0.84
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Environmental & Food Services;7243;0.49
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Other;10890;0.74
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Contracted Registry Nursing;0;0
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Contracted Other;0;0
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Daily Cost Centers;36176;2.44
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Ambulatory Cost Centers;0;0
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Ancillary Cost Centers;0;0
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Education Cost Centers;0;0
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;General Services Cost Centers;13267;0.9
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Fiscal Services Cost Centers;3600;0.24
2010;106191225;TOM REDGATE MEMORIAL RECOVERY CENTER;07/01/2009;06/30/2010;Los Angeles;Non-Profit;Administrative Services Cost Centers;6882;0.46
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Management & Supervision;629177;3.88
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Technician & Specialist;1176524;7.26
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Registered Nurse;1447447;8.94
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Licensed Vocational Nurse;319425;1.97
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Aides & Orderlies;559391;3.45
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Clerical & Other Administrative;931603;5.75
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Environmental & Food Services;227120;1.4
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Other;1621611;10.01
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Contracted Registry Nursing;101456;0.63
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Contracted Other;177876;1.1
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Daily Cost Centers;1583988;9.78
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Ambulatory Cost Centers;1230066;7.59
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Ancillary Cost Centers;1368016;8.45
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Education Cost Centers;866853;5.35
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;General Services Cost Centers;929129;5.74
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Fiscal Services Cost Centers;508877;3.14
2010;106191227;LAC/HARBOR-UCLA MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Administrative Services Cost Centers;677878;4.19
2010;106191228;LAC/USC MEDICAL CENTER;07/01/2009;06/30/2010;Los Angeles;City/County;Management & Supervision;1391511;4.63
