year,facility_number,facility_name,begin_date,end_date,county_name,region,type_of_control,hours_type,productive_hours,productive_hours_per_adjusted_patient_day,phapd_missing
2009,106010735,ALAMEDA HOSPITAL,7/1/2008,6/30/2009,Alameda,Bay Area,District,Aides & Orderlies,97205,1.79,N
2009,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Aides & Orderlies,161345,0.95,N
2009,106010776,CHILDRENS HOSPITAL & RESEARCH CENTER AT OAKLAND,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Aides & Orderlies,94571,1.00,N
2009,106010782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Aides & Orderlies,14094,1.42,N
2009,106010805,EDEN MEDICAL CENTER,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Aides & Orderlies,143285,1.64,N
2009,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2008,6/30/2009,Alameda,Bay Area,City/County,Aides & Orderlies,289841,1.68,N
2009,106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Aides & Orderlies,221515,2.55,N
2009,106010858,KAISER FOUNDATION HOSPITAL - HAYWARD,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Aides & Orderlies,150828,2.38,N
2009,106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,1/1/2009,12/31/2009,Alameda,Bay Area,Investor,Aides & Orderlies,43588,2.22,N
2009,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Aides & Orderlies,230554,2.17,N
2009,106010967,ST. ROSE HOSPITAL,10/1/2008,9/30/2009,Alameda,Bay Area,Non-Profit,Aides & Orderlies,101311,1.94,N
2009,106010987,WASHINGTON HOSPITAL - FREMONT,7/1/2008,6/30/2009,Alameda,Bay Area,District,Aides & Orderlies,99111,1.28,N
2009,106013687,MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1/1/2009,12/31/2009,Alameda,Bay Area,Non-Profit,Aides & Orderlies,4014,0.56,N
2009,106014034,FREMONT HOSPITAL,1/1/2009,12/31/2009,Alameda,Bay Area,Investor,Aides & Orderlies,0,0.00,N
2009,106014050,VALLEYCARE MEDICAL CENTER,7/1/2008,6/30/2009,Alameda,Bay Area,Non-Profit,Aides & Orderlies,138917,2.07,N
2009,106014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,7/1/2008,6/30/2009,Alameda,Bay Area,Investor,Aides & Orderlies,20571,3.01,N
2009,106014226,TELECARE WILLOW ROCK CENTER,7/1/2008,6/30/2009,Alameda,Bay Area,Investor,Aides & Orderlies,24255,7.31,N
2009,106034002,SUTTER AMADOR HOSPITAL,1/1/2009,12/31/2009,Amador,Central Sierra,Non-Profit,Aides & Orderlies,44011,2.64,N
2009,106040802,BIGGS-GRIDLEY MEMORIAL HOSPITAL,7/1/2008,6/30/2009,Butte,Northern Sacramento Valley,Non-Profit,Aides & Orderlies,49595,2.48,N
2009,106040875,FEATHER RIVER HOSPITAL,1/1/2009,12/31/2009,Butte,Northern Sacramento Valley,Non-Profit,Aides & Orderlies,106486,2.55,N
2009,106040937,OROVILLE HOSPITAL,12/1/2008,11/30/2009,Butte,Northern Sacramento Valley,Non-Profit,Aides & Orderlies,65256,1.17,N
2009,106040962,ENLOE MEDICAL CENTER - ESPLANADE CAMPUS,7/1/2008,6/30/2009,Butte,Northern Sacramento Valley,Non-Profit,Aides & Orderlies,462045,4.52,N
2009,106050932,MARK TWAIN ST. JOSEPH'S HOSPITAL,7/1/2008,6/30/2009,Calaveras,Central Sierra,Non-Profit,Aides & Orderlies,7948,0.57,N
2009,106060870,COLUSA REGIONAL MEDICAL CENTER,4/1/2008,3/31/2009,Colusa,Northern Sacramento Valley,Non-Profit,Aides & Orderlies,35723,3.43,N
2009,106070904,DOCTORS MEDICAL CENTER - SAN PABLO,1/1/2009,12/31/2009,Contra Costa,Bay Area,District,Aides & Orderlies,35683,0.77,N
2009,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,7/1/2008,6/30/2009,Contra Costa,Bay Area,City/County,Aides & Orderlies,191379,2.27,N
2009,106070934,SUTTER DELTA MEDICAL CENTER,1/1/2009,12/31/2009,Contra Costa,Bay Area,Non-Profit,Aides & Orderlies,46200,1.03,N
2009,106070988,JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS,1/1/2009,12/31/2009,Contra Costa,Bay Area,Non-Profit,Aides & Orderlies,233782,2.01,N
2009,106070990,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1/1/2009,12/31/2009,Contra Costa,Bay Area,Non-Profit,Aides & Orderlies,160901,2.41,N
2009,106071018,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,1/1/2009,12/31/2009,Contra Costa,Bay Area,Non-Profit,Aides & Orderlies,185205,2.83,N
2009,106074017,SAN RAMON REGIONAL MEDICAL CENTER,1/1/2009,12/31/2009,Contra Costa,Bay Area,Investor,Aides & Orderlies,56477,1.64,N
2009,106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,1/1/2009,12/31/2009,Contra Costa,Bay Area,Non-Profit,Aides & Orderlies,0,0.00,N
2009,106074097,KAISER FOUNDATION HOSPITAL - ANTIOCH,1/1/2009,12/31/2009,Contra Costa,Bay Area,Non-Profit,Aides & Orderlies,11195,0.38,N
2009,106084001,SUTTER COAST HOSPITAL,1/1/2009,12/31/2009,Del Norte,Northern California,Non-Profit,Aides & Orderlies,21651,0.95,N
2009,106090793,BARTON MEMORIAL HOSPITAL,1/1/2009,12/31/2009,El Dorado,Greater Sacramento,Non-Profit,Aides & Orderlies,120299,2.16,N
2009,106090933,MARSHALL MEDICAL CENTER,11/1/2008,10/31/2009,El Dorado,Greater Sacramento,Non-Profit,Aides & Orderlies,3559,0.07,N
2009,106100005,CLOVIS COMMUNITY MEDICAL CENTER,9/1/2008,8/31/2009,Fresno,San Joaquin Valley,Non-Profit,Aides & Orderlies,199490,3.39,N
2009,106100697,COALINGA REGIONAL MEDICAL CENTER,7/1/2008,6/30/2009,Fresno,San Joaquin Valley,District,Aides & Orderlies,118372,2.16,N
2009,106100717,COMMUNITY REGIONAL MEDICAL CENTER,9/1/2008,8/31/2009,Fresno,San Joaquin Valley,Non-Profit,Aides & Orderlies,1205853,3.90,N
2009,106100745,KINGSBURG MEDICAL HOSPITAL,7/1/2008,6/30/2009,Fresno,San Joaquin Valley,District,Aides & Orderlies,23581,2.01,N
2009,106100797,SIERRA KINGS DISTRICT HOSPITAL,7/1/2008,6/30/2009,Fresno,San Joaquin Valley,District,Aides & Orderlies,80962,5.47,N
2009,106100899,ST. AGNES MEDICAL CENTER,7/1/2008,6/30/2009,Fresno,San Joaquin Valley,Non-Profit,Aides & Orderlies,313451,1.88,N
2009,106104023,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,1/1/2009,12/31/2009,Fresno,San Joaquin Valley,Investor,Aides & Orderlies,20885,1.11,N
2009,106104047,FRESNO SURGICAL HOSPITAL,1/1/2009,12/31/2009,Fresno,San Joaquin Valley,Investor,Aides & Orderlies,33877,3.79,N
2009,106104062,KAISER FOUNDATION HOSPITAL - FRESNO,1/1/2009,12/31/2009,Fresno,San Joaquin Valley,Non-Profit,Aides & Orderlies,93445,3.11,N
2009,106105029,FRESNO HEART & SURGICAL HOSPITAL,9/1/2008,8/31/2009,Fresno,San Joaquin Valley,Investor,Aides & Orderlies,6704,0.48,N
2009,106110889,GLENN MEDICAL CENTER,7/1/2008,6/30/2009,Glenn,Northern Sacramento Valley,Non-Profit,Aides & Orderlies,13814,2.09,N
2009,106121002,MAD RIVER COMMUNITY HOSPITAL,7/1/2008,6/30/2009,Humboldt,Northern California,Investor,Aides & Orderlies,31778,1.14,N
2009,106121031,JEROLD PHELPS COMMUNITY HOSPITAL,7/1/2008,6/30/2009,Humboldt,Northern California,District,Aides & Orderlies,13266,1.22,N
2009,106121051,REDWOOD MEMORIAL HOSPITAL,7/1/2008,6/30/2009,Humboldt,Northern California,Non-Profit,Aides & Orderlies,30422,2.26,N
2009,106121080,ST. JOSEPH HOSPITAL - EUREKA,7/1/2008,6/30/2009,Humboldt,Northern California,Non-Profit,Aides & Orderlies,174622,3.27,N
2009,106130699,EL CENTRO REGIONAL MEDICAL CENTER,7/1/2008,6/30/2009,Imperial,Southern Border,City/County,Aides & Orderlies,396457,7.56,N
2009,106130760,PIONEERS MEMORIAL HOSPITAL,7/1/2008,6/30/2009,Imperial,Southern Border,District,Aides & Orderlies,114787,2.81,N
2009,106141273,NORTHERN INYO HOSPITAL,7/1/2008,6/30/2009,Inyo,Central Sierra,District,Aides & Orderlies,14978,1.63,N
2009,106141338,SOUTHERN INYO HOSPITAL,7/1/2008,6/30/2009,Inyo,Central Sierra,District,Aides & Orderlies,38559,1.29,N
2009,106150706,DELANO REGIONAL MEDICAL CENTER,1/1/2009,12/31/2009,Kern,San Joaquin Valley,Non-Profit,Aides & Orderlies,135158,2.78,N
2009,106150722,BAKERSFIELD MEMORIAL HOSPITAL,7/1/2008,6/30/2009,Kern,San Joaquin Valley,Non-Profit,Aides & Orderlies,186363,1.93,N
2009,106150736,KERN MEDICAL CENTER,7/1/2008,6/30/2009,Kern,San Joaquin Valley,City/County,Aides & Orderlies,261971,3.01,N
2009,106150737,KERN VALLEY HEALTHCARE DISTRICT,7/1/2008,6/30/2009,Kern,San Joaquin Valley,District,Aides & Orderlies,85118,1.51,N
2009,106150761,MERCY HOSPITAL - BAKERSFIELD,7/1/2008,6/30/2009,Kern,San Joaquin Valley,Non-Profit,Aides & Orderlies,162481,1.61,N
2009,106150775,GOOD SAMARITAN HOSPITAL,1/1/2009,12/31/2009,Kern,San Joaquin Valley,Investor,Aides & Orderlies,107230,3.96,N
2009,106150782,RIDGECREST REGIONAL HOSPITAL,2/1/2008,1/31/2009,Kern,San Joaquin Valley,Non-Profit,Aides & Orderlies,36438,1.72,N
2009,106150788,SAN JOAQUIN COMMUNITY HOSPITAL,1/1/2009,12/31/2009,Kern,San Joaquin Valley,Non-Profit,Aides & Orderlies,319846,3.64,N
2009,106150808,TEHACHAPI HOSPITAL,7/1/2008,6/30/2009,Kern,San Joaquin Valley,District,Aides & Orderlies,30328,0.61,N
2009,106154022,HEALTHSOUTH BAKERSFIELD REGIONAL REHABILITATION HOSPITAL,1/1/2009,12/31/2009,Kern,San Joaquin Valley,Investor,Aides & Orderlies,52612,2.79,N
2009,106154101,BAKERSFIELD HEART HOSPITAL,10/1/2008,9/30/2009,Kern,San Joaquin Valley,Investor,Aides & Orderlies,58988,2.85,N
2009,106160702,CORCORAN DISTRICT HOSPITAL,7/1/2008,6/30/2009,Kings,San Joaquin Valley,District,Aides & Orderlies,26241,3.01,N
2009,106160725,HANFORD COMMUNITY HOSPITAL,1/1/2009,12/31/2009,Kings,San Joaquin Valley,Non-Profit,Aides & Orderlies,152292,1.96,N
2009,106160787,CENTRAL VALLEY GENERAL HOSPITAL,1/1/2009,12/31/2009,Kings,San Joaquin Valley,Non-Profit,Aides & Orderlies,358164,10.66,N
2009,106171049,ST. HELENA HOSPITAL - CLEARLAKE,1/1/2009,12/31/2009,Lake,Northern California,Non-Profit,Aides & Orderlies,53171,2.68,N
2009,106171395,SUTTER LAKESIDE HOSPITAL,1/1/2009,12/31/2009,Lake,Northern California,Non-Profit,Aides & Orderlies,28075,1.63,N
2009,106184008,BANNER LASSEN MEDICAL CENTER,1/1/2009,12/31/2009,Lassen,Northern California,Non-Profit,Aides & Orderlies,13457,1.10,N
2009,106190017,ALHAMBRA HOSPITAL,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,106417,2.66,N
2009,106190020,BHC ALHAMBRA HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,0,0.00,N
2009,106190034,ANTELOPE VALLEY HOSPITAL,7/1/2008,6/30/2009,Los Angeles,Southern California,District,Aides & Orderlies,413289,3.15,N
2009,106190045,CATALINA ISLAND MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,9183,1.01,N
2009,106190049,VISTA HOSPITAL OF SAN GABRIEL VALLEY,9/1/2008,8/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,72979,3.31,N
2009,106190052,BARLOW HOSPITAL,9/1/2008,8/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,82922,3.77,N
2009,106190053,ST. MARY MEDICAL CENTER - LONG BEACH,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,94009,1.16,N
2009,106190066,BELLFLOWER MEDICAL CENTER,9/1/2008,8/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,55529,1.67,N
2009,106190081,BEVERLY HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,33836,0.66,N
2009,106190110,BROTMAN MEDICAL CENTER,10/1/2008,9/30/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,86831,1.22,N
2009,106190125,CALIFORNIA HOSPITAL MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,136739,1.38,N
2009,106190137,CASA COLINA HOSPITAL FOR REHABILITATIVE MEDICINE,4/1/2008,3/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,67738,2.22,N
2009,106190148,CENTINELA HOSPITAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,207459,2.36,N
2009,106190150,KEDREN COMMUNITY MENTAL HEALTH CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,0,0.00,N
2009,106190159,TRI-CITY REGIONAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,30824,1.35,N
2009,106190163,AURORA CHARTER OAK,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,69134,2.02,N
2009,106190170,CHILDREN'S HOSPITAL OF LOS ANGELES,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,366056,2.99,N
2009,106190176,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,10/1/2008,9/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,377310,3.66,N
2009,106190184,COLLEGE HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,214310,3.66,N
2009,106190196,VISTA HOSPITAL OF SOUTH BAY,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,77326,3.24,N
2009,106190197,COMMUNITY & MISSION HOSPITALS OF HUNTINGTON PARK,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,9,0.00,N
2009,106190198,LOS ANGELES COMMUNITY HOSPITAL,10/1/2008,9/30/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,64104,1.05,N
2009,106190200,SAN GABRIEL VALLEY MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,115572,1.87,N
2009,106190232,DEL AMO HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,54090,1.32,N
2009,106190240,LAKEWOOD REGIONAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,88995,1.68,N
2009,106190243,DOWNEY REGIONAL MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,190771,2.66,N
2009,106190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,72458,2.13,N
2009,106190280,ENCINO HOSPITAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,69608,2.50,N
2009,106190298,FOOTHILL PRESBYTERIAN HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,31875,0.98,N
2009,106190305,KINDRED HOSPITAL - LOS ANGELES,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,79367,2.86,N
2009,106190307,PACIFIC ALLIANCE MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,41607,1.31,N
2009,106190315,GARFIELD MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,101395,1.37,N
2009,106190317,GATEWAYS HOSPITAL AND MENTAL HEALTH CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,23896,0.96,N
2009,106190323,GLENDALE ADVENTIST MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,245459,1.73,N
2009,106190328,EAST VALLEY HOSPITAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,58511,4.00,N
2009,106190352,GREATER EL MONTE COMMUNITY HOSPITAL,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,28867,1.13,N
2009,106190380,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,10/1/2008,9/30/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,14947,0.37,N
2009,106190382,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,197689,1.49,N
2009,106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,304954,2.87,N
2009,106190392,GOOD SAMARITAN HOSPITAL- LA,9/1/2008,8/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,152636,1.44,N
2009,106190400,HUNTINGTON MEMORIAL HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,559430,3.40,N
2009,106190422,TORRANCE MEMORIAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,328118,2.06,N
2009,106190429,KAISER FOUNDATION HOSPITAL - SUNSET,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,294384,2.24,N
2009,106190431,KAISER FOUNDATION HOSPITAL - HARBOR CITY,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,166675,3.21,N
2009,106190432,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,130561,2.63,N
2009,106190434,KAISER FOUNDATION HOSPITAL - WEST LA,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,118115,2.64,N
2009,106190449,KINDRED HOSPITAL - LA MIRADA,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,149770,2.29,N
2009,106190455,LANCASTER COMMUNITY HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,54704,1.33,N
2009,106190462,AURORA LAS ENCINAS HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,71438,3.27,N
2009,106190468,PROMISE HOSPITAL OF EAST LOS ANGELES,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,134892,3.18,N
2009,106190470,PROVIDENCE LITTLE CO OF MARY-TORRANCE,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,260091,1.95,N
2009,106190475,COMMUNITY HOSPITAL OF LONG BEACH,10/1/2008,9/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,91970,3.07,N
2009,106190500,MARINA DEL REY HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,85743,3.75,N
2009,106190517,TARZANA MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,203558,2.62,N
2009,106190521,MEMORIAL HOSPITAL OF GARDENA,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,119029,1.89,N
2009,106190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,96324,1.31,N
2009,106190524,MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,84748,1.85,N
2009,106190525,LONG BEACH MEMORIAL MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,487493,2.93,N
2009,106190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,340019,3.09,N
2009,106190534,OLYMPIA MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,86741,1.83,N
2009,106190541,MONROVIA MEMORIAL HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,14049,2.76,N
2009,106190547,MONTEREY PARK HOSPITAL,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,23868,0.90,N
2009,106190552,MOTION PICTURE & TELEVISION HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,188621,0.59,N
2009,106190555,CEDARS-SINAI MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,972044,2.55,N
2009,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,197283,1.67,N
2009,106190587,PACIFIC HOSPITAL OF LONG BEACH,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,3048,0.05,N
2009,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,340109,2.20,N
2009,106190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,10/1/2008,9/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,364879,2.73,N
2009,106190636,CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,260702,1.58,N
2009,106190661,SILVER LAKE MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,280020,6.37,N
2009,106190673,SAN DIMAS COMMUNITY HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,54323,2.51,N
2009,106190680,PROVIDENCE LITTLE CO OF MARY-SAN PEDRO,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,220385,2.22,N
2009,106190681,MIRACLE MILE MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,12636,7.06,N
2009,106190687,SANTA MONICA-UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,467478,5.00,N
2009,106190696,PACIFICA HOSPITAL OF THE VALLEY,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,85087,1.36,N
2009,106190708,SHERMAN OAKS HOSPITAL & HEALTH CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,53936,2.00,N
2009,106190754,ST. FRANCIS MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,273672,1.80,N
2009,106190756,ST. JOHN'S HEALTH CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,0,0.00,N
2009,106190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,213108,1.67,N
2009,106190762,ST. VINCENT MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,105648,1.46,N
2009,106190766,COAST PLAZA DOCTORS HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,68631,2.98,N
2009,106190782,TARZANA TREATMENT CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,27456,1.77,N
2009,106190784,TEMPLE COMMUNITY HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,54289,2.59,N
2009,106190796,RONALD REAGAN UCLA MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,971563,4.37,N
2009,106190812,VALLEY PRESBYTERIAN HOSPITAL,11/1/2008,10/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,119582,1.31,N
2009,106190818,VERDUGO HILLS HOSPITAL,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,181339,3.27,N
2009,106190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,9/1/2008,8/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,73109,1.40,N
2009,106190857,DOCTORS HOSPITAL OF WEST COVINA,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,27918,2.12,N
2009,106190859,WEST HILLS HOSPITAL & MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,214923,4.05,N
2009,106190878,WHITE MEMORIAL MEDICAL CENTER,1/1/2009,12/31/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,230361,1.80,N
2009,106190883,WHITTIER HOSPITAL MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Investor,Aides & Orderlies,69047,1.30,N
2009,106190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,59537,2.11,N
2009,106190949,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,10/1/2008,9/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,140678,1.75,N
2009,106191225,TOM REDGATE MEMORIAL RECOVERY CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,Non-Profit,Aides & Orderlies,0,0.00,N
2009,106191227,LAC/HARBOR-UCLA MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,City/County,Aides & Orderlies,594178,3.91,N
2009,106191228,LAC/USC MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,City/County,Aides & Orderlies,1011149,3.65,N
2009,106191231,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,7/1/2008,6/30/2009,Los Angeles,Southern California,City/County,Aides & Orderlies,390786,3.73,N
2009,106191306,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION CTR,7/1/2008,6/30/2009,Los Angeles,Southern California,City/County,Aides & Orderlies,264964,3.74,N
