year,facility_number,facility_name,begin_date,end_date,county_name,region,type_of_control,hours_type,productive_hours,productive_hours_per_adjusted_patient_day,phapd_missing
2012,106341051,SUTTER MEDICAL CENTER - SACRAMENTO,1/1/2012,12/31/2012,Sacramento,Greater Sacramento,Non-Profit,Aides & Orderlies,375323,1.77,N
2012,106342344,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,1/1/2012,12/31/2012,Sacramento,Greater Sacramento,Non-Profit,Aides & Orderlies,91276,2.36,N
2012,106342392,SIERRA VISTA HOSPITAL,1/1/2012,12/31/2012,Sacramento,Greater Sacramento,Investor,Aides & Orderlies,0,0.00,N
2012,106344017,SUTTER CENTER FOR PSYCHIATRY,1/1/2012,12/31/2012,Sacramento,Greater Sacramento,Non-Profit,Aides & Orderlies,45897,1.89,N
2012,106344021,HERITAGE OAKS HOSPITAL,1/1/2012,12/31/2012,Sacramento,Greater Sacramento,Investor,Aides & Orderlies,0,0.00,N
2012,106344029,MERCY HOSPITAL - FOLSOM,7/1/2011,6/30/2012,Sacramento,Greater Sacramento,Non-Profit,Aides & Orderlies,22092,0.61,N
2012,106344035,KINDRED HOSPITAL - SACRAMENTO,1/1/2012,12/31/2012,Sacramento,Greater Sacramento,Investor,Aides & Orderlies,25598,2.13,N
2012,106344170,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-CARMICHAEL,1/1/2012,12/31/2012,Sacramento,Greater Sacramento,Investor,Aides & Orderlies,0,0.00,N
2012,106350784,HAZEL HAWKINS MEMORIAL HOSPITAL,7/1/2011,6/30/2012,San Benito,Bay Area,District,Aides & Orderlies,145433,1.54,N
2012,106361110,BEAR VALLEY COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Bernardino,Southern California,District,Aides & Orderlies,60121,1.17,N
2012,106361144,CHINO VALLEY MEDICAL CENTER,1/1/2012,12/31/2012,San Bernardino,Southern California,Investor,Aides & Orderlies,54250,2.34,N
2012,106361166,MONTCLAIR HOSPITAL MEDICAL CENTER,1/1/2012,12/31/2012,San Bernardino,Southern California,Investor,Aides & Orderlies,23936,1.31,N
2012,106361223,KAISER FOUNDATION HOSPITAL - FONTANA,1/1/2012,12/31/2012,San Bernardino,Southern California,Non-Profit,Aides & Orderlies,291908,2.70,N
2012,106361246,LOMA LINDA UNIVERSITY MEDICAL CENTER,1/1/2012,12/31/2012,San Bernardino,Southern California,Non-Profit,Aides & Orderlies,1348976,4.71,N
2012,106361266,MOUNTAINS COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Bernardino,Southern California,District,Aides & Orderlies,36876,1.24,N
2012,106361274,KINDRED HOSPITAL - ONTARIO,1/1/2012,12/31/2012,San Bernardino,Southern California,Investor,Aides & Orderlies,0,0.00,N
2012,106361308,REDLANDS COMMUNITY HOSPITAL,10/1/2011,9/30/2012,San Bernardino,Southern California,Non-Profit,Aides & Orderlies,191997,2.31,N
2012,106361318,SAN ANTONIO COMMUNITY HOSPITAL,1/1/2012,12/31/2012,San Bernardino,Southern California,Non-Profit,Aides & Orderlies,261295,2.73,N
2012,106361323,COMMUNITY HOSPITAL OF SAN BERNARDINO,7/1/2011,6/30/2012,San Bernardino,Southern California,Non-Profit,Aides & Orderlies,226287,2.24,N
2012,106361339,ST. BERNARDINE MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,Southern California,Non-Profit,Aides & Orderlies,157638,1.76,N
2012,106361343,ST. MARY MEDICAL CENTER - APPLE VALLEY,7/1/2011,6/30/2012,San Bernardino,Southern California,Non-Profit,Aides & Orderlies,259290,2.51,N
2012,106361370,VICTOR VALLEY COMMUNITY HOSPITAL,10/1/2011,9/30/2012,San Bernardino,Southern California,Non-Profit,Aides & Orderlies,45960,1.51,N
2012,106361458,COLORADO RIVER MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,Southern California,City/County,Aides & Orderlies,2026,0.44,N
2012,106362041,HI-DESERT MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,Southern California,District,Aides & Orderlies,142945,1.63,N
2012,106364014,LOMA LINDA UNIVERSITY BEHAVIORAL MEDICINE CENTER,1/1/2012,12/31/2012,San Bernardino,Southern California,Non-Profit,Aides & Orderlies,80463,2.14,N
2012,106364050,CANYON RIDGE HOSPITAL,1/1/2012,12/31/2012,San Bernardino,Southern California,Investor,Aides & Orderlies,0,0.00,N
2012,106364121,BALLARD REHABILITATION HOSPITAL,7/1/2011,6/30/2012,San Bernardino,Southern California,Investor,Aides & Orderlies,0,0.00,N
2012,106364144,DESERT VALLEY HOSPITAL,1/1/2012,12/31/2012,San Bernardino,Southern California,Investor,Aides & Orderlies,78281,2.02,N
2012,106364188,RANCHO SPECIALTY HOSPITAL,1/1/2012,12/31/2012,San Bernardino,Southern California,Investor,Aides & Orderlies,34271,1.60,N
2012,106364231,ARROWHEAD REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,San Bernardino,Southern California,City/County,Aides & Orderlies,399379,2.16,N
2012,106370652,ALVARADO HOSPITAL,1/1/2012,12/31/2012,San Diego,Southern Border,Investor,Aides & Orderlies,86170,2.15,N
2012,106370673,RADY CHILDREN'S HOSPITAL - SAN DIEGO,7/1/2011,6/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,118762,0.82,N
2012,106370689,SHARP CORONADO HOSPITAL & HEALTHCARE CENTER,10/1/2011,9/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,167239,2.71,N
2012,106370694,SHARP MEMORIAL HOSPITAL,10/1/2011,9/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,184405,0.84,N
2012,106370705,FALLBROOK HOSPITAL DISTRICT,7/1/2011,6/30/2012,San Diego,Southern Border,District,Aides & Orderlies,20252,0.37,N
2012,106370714,SHARP GROSSMONT  HOSPITAL,10/1/2011,9/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,353876,1.99,N
2012,106370721,KINDRED HOSPITAL - SAN DIEGO,1/1/2012,12/31/2012,San Diego,Southern Border,Investor,Aides & Orderlies,0,0.00,N
2012,106370730,KAISER FOUNDATION HOSPITAL - SAN DIEGO,1/1/2012,12/31/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,40283,0.41,N
2012,106370744,SCRIPPS MERCY HOSPITAL,10/1/2011,9/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,129634,0.67,N
2012,106370745,SHARP MESA VISTA HOSPITAL,10/1/2011,9/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,7986,0.12,N
2012,106370749,ALVARADO PARKWAY INSTITUTE BHS,1/1/2012,12/31/2012,San Diego,Southern Border,Investor,Aides & Orderlies,117229,2.94,N
2012,106370755,PALOMAR MEDICAL CENTER,7/1/2011,6/30/2012,San Diego,Southern Border,District,Aides & Orderlies,0,0.00,N
2012,106370759,PARADISE VALLEY HOSPITAL,1/1/2012,12/31/2012,San Diego,Southern Border,Investor,Aides & Orderlies,111236,1.57,N
2012,106370771,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,10/1/2011,9/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,174145,1.77,N
2012,106370780,TRI-CITY MEDICAL CENTER,7/1/2011,6/30/2012,San Diego,Southern Border,District,Aides & Orderlies,287553,2.54,N
2012,106370782,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,7/1/2011,6/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,787242,2.90,N
2012,106370787,PROMISE HOSPITAL OF SAN DIEGO,1/1/2012,12/31/2012,San Diego,Southern Border,Investor,Aides & Orderlies,63322,2.09,N
2012,106370875,SHARP CHULA VISTA MEDICAL CENTER,10/1/2011,9/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,292383,2.19,N
2012,106370977,POMERADO HOSPITAL,7/1/2011,6/30/2012,San Diego,Southern Border,District,Aides & Orderlies,257759,2.37,N
2012,106371256,SCRIPPS GREEN HOSPITAL,10/1/2011,9/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,118931,2.21,N
2012,106371394,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,10/1/2011,9/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,100903,1.74,N
2012,106374024,AURORA SAN DIEGO,1/1/2012,12/31/2012,San Diego,Southern Border,Investor,Aides & Orderlies,91787,3.00,N
2012,106374049,SHARP VISTA PACIFICA,10/1/2011,9/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,180,0.02,N
2012,106374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,7/1/2011,6/30/2012,San Diego,Southern Border,City/County,Aides & Orderlies,242218,2.42,N
2012,106374084,SAN DIEGO HOSPICE & PALLIATIVE CARE CTR,7/1/2011,6/30/2012,San Diego,Southern Border,Non-Profit,Aides & Orderlies,25237,3.10,N
2012,106374094,VIBRA HOSPITAL OF SAN DIEGO,1/1/2012,12/31/2012,San Diego,Southern Border,Investor,Aides & Orderlies,64953,2.46,N
2012,106380842,JEWISH HOME,7/1/2011,6/30/2012,San Francisco,Bay Area,Non-Profit,Aides & Orderlies,494243,3.64,N
2012,106380857,KAISER FOUNDATION HOSPITAL - GEARY (S.F.),1/1/2012,12/31/2012,San Francisco,Bay Area,Non-Profit,Aides & Orderlies,119725,2.19,N
2012,106380865,LAGUNA HONDA HOSP & REHAB CENTER,7/1/2011,6/30/2012,San Francisco,Bay Area,City/County,Aides & Orderlies,303348,1.07,N
2012,106380868,LANGLEY PORTER PSYCHIATRIC INSTITUTE-HOSPITAL AND CLINICS,7/1/2011,6/30/2012,San Francisco,Bay Area,Non-Profit,Aides & Orderlies,9812,0.82,N
2012,106380929,CALIFORNIA PACIFIC MEDICAL CENTER,1/1/2012,12/31/2012,San Francisco,Bay Area,Non-Profit,Aides & Orderlies,338481,1.41,N
2012,106380939,SAN FRANCISCO GENERAL HOSPITAL MEDICAL CENTER,7/1/2011,6/30/2012,San Francisco,Bay Area,City/County,Aides & Orderlies,326744,1.49,N
2012,106380960,ST. FRANCIS MEMORIAL HOSPITAL,7/1/2011,6/30/2012,San Francisco,Bay Area,Non-Profit,Aides & Orderlies,70003,1.42,N
2012,106380964,CALIFORNIA PACIFIC MEDICAL CTN-ST. LUKE'S CAMPUS,1/1/2012,12/31/2012,San Francisco,Bay Area,Non-Profit,Aides & Orderlies,114348,2.32,N
2012,106380965,ST. MARY'S MEDICAL CENTER-SAN FRANCISCO,7/1/2011,6/30/2012,San Francisco,Bay Area,Non-Profit,Aides & Orderlies,55233,1.02,N
2012,106381154,UCSF MEDICAL CENTER,7/1/2011,6/30/2012,San Francisco,Bay Area,Non-Profit,Aides & Orderlies,736199,2.67,N
2012,106382715,CHINESE HOSPITAL,1/1/2012,12/31/2012,San Francisco,Bay Area,Non-Profit,Aides & Orderlies,21178,0.67,N
2012,106390846,DAMERON HOSPITAL,1/1/2012,12/31/2012,San Joaquin,San Joaquin Valley,Non-Profit,Aides & Orderlies,113579,2.03,N
2012,106390923,LODI MEMORIAL HOSPITAL,1/1/2012,12/31/2012,San Joaquin,San Joaquin Valley,Non-Profit,Aides & Orderlies,145294,2.96,N
2012,106391010,SAN JOAQUIN GENERAL HOSPITAL,7/1/2011,6/30/2012,San Joaquin,San Joaquin Valley,City/County,Aides & Orderlies,236707,4.15,N
2012,106391042,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,7/1/2011,6/30/2012,San Joaquin,San Joaquin Valley,Non-Profit,Aides & Orderlies,120213,1.10,N
2012,106391056,SUTTER TRACY COMMUNITY HOSPITAL,1/1/2012,12/31/2012,San Joaquin,San Joaquin Valley,Non-Profit,Aides & Orderlies,33738,1.04,N
2012,106392232,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,7/1/2011,6/30/2012,San Joaquin,San Joaquin Valley,Non-Profit,Aides & Orderlies,31981,2.63,N
2012,106392287,DOCTORS HOSPITAL OF MANTECA,1/1/2012,12/31/2012,San Joaquin,San Joaquin Valley,Investor,Aides & Orderlies,37595,1.34,N
2012,106394009,KAISER FOUNDATION HOSPITAL - MANTECA,1/1/2012,12/31/2012,San Joaquin,San Joaquin Valley,Non-Profit,Aides & Orderlies,103704,2.91,N
2012,106400466,ARROYO GRANDE COMMUNITY HOSPITAL,7/1/2011,6/30/2012,San Luis Obispo,Central Coast,Non-Profit,Aides & Orderlies,37320,1.71,N
2012,106400480,FRENCH HOSPITAL MEDICAL CENTER,7/1/2011,6/30/2012,San Luis Obispo,Central Coast,Non-Profit,Aides & Orderlies,2495,0.11,N
2012,106400524,SIERRA VISTA REGIONAL MEDICAL CENTER,1/1/2012,12/31/2012,San Luis Obispo,Central Coast,Investor,Aides & Orderlies,49581,1.54,N
2012,106400548,TWIN CITIES COMMUNITY HOSPITAL,1/1/2012,12/31/2012,San Luis Obispo,Central Coast,Investor,Aides & Orderlies,50385,1.71,N
2012,106410782,SAN MATEO MEDICAL CENTER,7/1/2011,6/30/2012,San Mateo,Bay Area,City/County,Aides & Orderlies,339483,1.22,N
2012,106410804,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1/1/2012,12/31/2012,San Mateo,Bay Area,Non-Profit,Aides & Orderlies,56396,1.95,N
2012,106410806,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1/1/2012,12/31/2012,San Mateo,Bay Area,Non-Profit,Aides & Orderlies,61372,2.94,N
2012,106410817,SETON MEDICAL CENTER,7/1/2011,6/30/2012,San Mateo,Bay Area,Non-Profit,Aides & Orderlies,216662,1.67,N
2012,106410852,PENINSULA MEDICAL CENTER,1/1/2012,12/31/2012,San Mateo,Bay Area,Non-Profit,Aides & Orderlies,167761,1.19,N
2012,106410891,SEQUOIA HOSPITAL,7/1/2011,6/30/2012,San Mateo,Bay Area,Non-Profit,Aides & Orderlies,42152,1.24,N
2012,106414018,MENLO PARK SURGICAL HOSPITAL,1/1/2012,12/31/2012,San Mateo,Bay Area,Non-Profit,Aides & Orderlies,0,0.00,N
2012,106420483,GOLETA VALLEY COTTAGE HOSPITAL,1/1/2012,12/31/2012,Santa Barbara,Central Coast,Non-Profit,Aides & Orderlies,90237,3.63,N
2012,106420491,LOMPOC VALLEY MEDICAL CENTER,7/1/2011,6/30/2012,Santa Barbara,Central Coast,District,Aides & Orderlies,124830,1.42,N
2012,106420493,MARIAN MEDICAL CENTER,7/1/2011,6/30/2012,Santa Barbara,Central Coast,Non-Profit,Aides & Orderlies,257797,2.34,N
2012,106420514,SANTA BARBARA COTTAGE HOSPITAL,1/1/2012,12/31/2012,Santa Barbara,Central Coast,Non-Profit,Aides & Orderlies,335451,3.00,N
2012,106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,1/1/2012,12/31/2012,Santa Barbara,Central Coast,Non-Profit,Aides & Orderlies,10708,2.45,N
2012,106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILTY,7/1/2011,6/30/2012,Santa Barbara,Central Coast,City/County,Aides & Orderlies,0,0.00,N
2012,106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,1/1/2012,12/31/2012,Santa Clara,Bay Area,Investor,Aides & Orderlies,303364,4.04,N
2012,106430763,EL CAMINO HOSPITAL,7/1/2011,6/30/2012,Santa Clara,Bay Area,Non-Profit,Aides & Orderlies,136513,1.03,N
2012,106430779,GOOD SAMARITAN HOSPITAL- SAN JOSE,1/1/2012,12/31/2012,Santa Clara,Bay Area,Investor,Aides & Orderlies,190113,1.64,N
2012,106430837,O'CONNOR HOSPITAL,7/1/2011,6/30/2012,Santa Clara,Bay Area,Non-Profit,Aides & Orderlies,147606,1.85,N
2012,106430883,SANTA CLARA VALLEY MEDICAL CENTER,7/1/2011,6/30/2012,Santa Clara,Bay Area,City/County,Aides & Orderlies,482390,2.29,N
2012,106430905,STANFORD UNIVERSITY HOSPITAL,9/1/2011,8/31/2012,Santa Clara,Bay Area,Non-Profit,Aides & Orderlies,943127,3.76,N
2012,106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,1/1/2012,12/31/2012,Santa Clara,Bay Area,Non-Profit,Aides & Orderlies,90546,2.18,N
2012,106434040,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,9/1/2011,8/31/2012,Santa Clara,Bay Area,Non-Profit,Aides & Orderlies,99818,0.92,N
2012,106434051,CHILDRENS RECOVERY CENTER OF NORTHERN CALIFORNIA,1/1/2012,12/31/2012,Santa Clara,Bay Area,Investor,Aides & Orderlies,29884,3.37,N
2012,106434138,ST. LOUISE REGIONAL HOSPITAL,7/1/2011,6/30/2012,Santa Clara,Bay Area,Non-Profit,Aides & Orderlies,21988,0.90,N
2012,106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,1/1/2012,12/31/2012,Santa Clara,Bay Area,Non-Profit,Aides & Orderlies,152077,1.80,N
2012,106434218,KAISER PERMANENTE - PHF - SANTA CLARA,1/1/2012,12/31/2012,Santa Clara,Bay Area,Non-Profit,Aides & Orderlies,0,0.00,N
2012,106434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY-SAN JOSE,1/1/2012,12/31/2012,Santa Clara,Bay Area,Investor,Aides & Orderlies,27845,6.83,N
2012,106440755,DOMINICAN SANTA CRUZ HOSPITAL - SOQUEL,7/1/2011,6/30/2012,Santa Cruz,Bay Area,Non-Profit,Aides & Orderlies,132478,1.59,N
2012,106444012,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,1/1/2012,12/31/2012,Santa Cruz,Bay Area,Non-Profit,Aides & Orderlies,9629,0.81,N
2012,106444013,WATSONVILLE COMMUNITY HOSPITAL,1/1/2012,12/31/2012,Santa Cruz,Bay Area,Investor,Aides & Orderlies,21485,0.70,N
2012,106450936,MAYERS MEMORIAL HOSPITAL,7/1/2011,6/30/2012,Shasta,Northern Sacramento Valley,District,Aides & Orderlies,96328,1.47,N
2012,106450940,SHASTA REGIONAL MEDICAL CENTER,1/1/2012,12/31/2012,Shasta,Northern Sacramento Valley,Investor,Aides & Orderlies,72274,1.71,N
2012,106450949,MERCY MEDICAL CENTER,7/1/2011,6/30/2012,Shasta,Northern Sacramento Valley,Non-Profit,Aides & Orderlies,82215,0.99,N
2012,106454012,NORTHERN CALIFORNIA REHABILITATION HOSPITAL,1/1/2012,12/31/2012,Shasta,Northern Sacramento Valley,Investor,Aides & Orderlies,58033,2.07,N
2012,106454013,PATIENTS' HOSPITAL OF REDDING,1/1/2012,12/31/2012,Shasta,Northern Sacramento Valley,Investor,Aides & Orderlies,5741,4.33,N
2012,106470871,MERCY HOSPITAL OF MT. SHASTA,7/1/2011,6/30/2012,Siskiyou,Northern California,Non-Profit,Aides & Orderlies,12187,1.61,N
2012,106474007,FAIRCHILD MEDICAL CENTER,1/1/2012,12/31/2012,Siskiyou,Northern California,Non-Profit,Aides & Orderlies,51762,4.34,N
2012,106480989,KAISER FOUNDATION HOSPITAL AND REHABILITATION CENTER - VALLEJO,1/1/2012,12/31/2012,Solano,Bay Area,Non-Profit,Aides & Orderlies,126646,2.51,N
2012,106481015,ST. HELENA HOSPITAL CENTER FOR BEHAVIORAL HEALTH,1/1/2012,12/31/2012,Solano,Bay Area,Non-Profit,Aides & Orderlies,25862,1.12,N
2012,106481094,SUTTER SOLANO MEDICAL CENTER,1/1/2012,12/31/2012,Solano,Bay Area,Non-Profit,Aides & Orderlies,52375,1.62,N
2012,106481357,NORTH BAY MEDICAL CENTER,1/1/2012,12/31/2012,Solano,Bay Area,Non-Profit,Aides & Orderlies,83800,1.35,N
2012,106484044,KAISER FOUNDATION HOSPITAL - VACAVILLE,1/1/2012,12/31/2012,Solano,Bay Area,Non-Profit,Aides & Orderlies,40087,2.71,N
2012,106490919,SUTTER MEDICAL CENTER OF SANTA ROSA,1/1/2012,12/31/2012,Sonoma,Bay Area,Non-Profit,Aides & Orderlies,39721,1.00,N
2012,106490964,HEALDSBURG DISTRICT HOSPITAL,1/1/2012,12/31/2012,Sonoma,Bay Area,District,Aides & Orderlies,76879,3.57,N
2012,106491001,PETALUMA VALLEY HOSPITAL,7/1/2011,6/30/2012,Sonoma,Bay Area,Non-Profit,Aides & Orderlies,79211,4.36,N
2012,106491064,SANTA ROSA MEMORIAL HOSPITAL,7/1/2011,6/30/2012,Sonoma,Bay Area,Non-Profit,Aides & Orderlies,272014,3.45,N
2012,106491076,SONOMA VALLEY HOSPITAL,7/1/2011,6/30/2012,Sonoma,Bay Area,District,Aides & Orderlies,56965,2.08,N
2012,106491338,PALM DRIVE HOSPITAL,7/1/2011,6/30/2012,Sonoma,Bay Area,District,Aides & Orderlies,26346,3.18,N
2012,106494019,KAISER FOUNDATION HOSPITAL - SANTA ROSA,1/1/2012,12/31/2012,Sonoma,Bay Area,Non-Profit,Aides & Orderlies,81009,2.84,N
2012,106500852,DOCTORS MEDICAL CENTER,1/1/2012,12/31/2012,Stanislaus,San Joaquin Valley,Investor,Aides & Orderlies,218263,1.41,N
2012,106500867,EMANUEL MEDICAL CENTER,2/1/2011,1/31/2012,Stanislaus,San Joaquin Valley,Non-Profit,Aides & Orderlies,275713,1.89,N
2012,106500939,MEMORIAL HOSPITAL MODESTO,1/1/2012,12/31/2012,Stanislaus,San Joaquin Valley,Non-Profit,Aides & Orderlies,226805,1.70,N
2012,106500967,OAK VALLEY DISTRICT HOSPITAL,7/1/2011,6/30/2012,Stanislaus,San Joaquin Valley,District,Aides & Orderlies,95795,0.76,N
2012,106504038,STANISLAUS SURGICAL HOSPITAL,1/1/2012,12/31/2012,Stanislaus,San Joaquin Valley,Investor,Aides & Orderlies,9975,1.39,N
2012,106514030,SUTTER SURGICAL HOSPITAL-NORTH VALLEY,1/1/2012,12/31/2012,Sutter,Greater Sacramento,Non-Profit,Aides & Orderlies,1703,0.62,N
2012,106521041,ST. ELIZABETH COMMUNITY HOSPITAL,7/1/2011,6/30/2012,Tehama,Northern Sacramento Valley,Non-Profit,Aides & Orderlies,53088,2.38,N
2012,106531059,TRINITY HOSPITAL,1/1/2012,12/31/2012,Trinity,Northern California,District,Aides & Orderlies,50159,2.19,N
2012,106540734,KAWEAH DELTA MEDICAL CENTER,7/1/2011,6/30/2012,Tulare,San Joaquin Valley,District,Aides & Orderlies,884506,4.07,N
2012,106540798,SIERRA VIEW DISTRICT HOSPITAL,7/1/2011,6/30/2012,Tulare,San Joaquin Valley,District,Aides & Orderlies,148012,1.97,N
2012,106540816,TULARE DISTRICT HOSPITAL,7/1/2011,6/30/2012,Tulare,San Joaquin Valley,District,Aides & Orderlies,94680,2.46,N
2012,106554011,SONORA REGIONAL MEDICAL CENTER-GREENLEY,1/1/2012,12/31/2012,Tuolumne,Central Sierra,Non-Profit,Aides & Orderlies,103872,1.10,N
2012,106560203,AURORA VISTA DEL MAR HOSPITAL,1/1/2012,12/31/2012,Ventura,Southern California,Investor,Aides & Orderlies,80201,3.39,N
2012,106560473,COMMUNITY MEMORIAL HOSPITAL - SAN BUENAVENTURA,1/1/2012,12/31/2012,Ventura,Southern California,Non-Profit,Aides & Orderlies,146054,1.89,N
2012,106560481,VENTURA COUNTY MEDICAL CENTER,7/1/2011,6/30/2012,Ventura,Southern California,City/County,Aides & Orderlies,212751,2.52,N
2012,106560492,LOS ROBLES HOSPITAL & MEDICAL CENTER,1/1/2012,12/31/2012,Ventura,Southern California,Investor,Aides & Orderlies,386357,3.77,N
2012,106560501,OJAI VALLEY COMMUNITY HOSPITAL,1/1/2012,12/31/2012,Ventura,Southern California,Non-Profit,Aides & Orderlies,68832,1.46,N
2012,106560508,ST. JOHN'S PLEASANT VALLEY HOSPITAL,7/1/2011,6/30/2012,Ventura,Southern California,Non-Profit,Aides & Orderlies,65460,1.74,N
2012,106560525,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES - SYCAMORE,1/1/2012,12/31/2012,Ventura,Southern California,Non-Profit,Aides & Orderlies,91574,2.30,N
2012,106560529,ST. JOHN'S REGIONAL MEDICAL CENTER,7/1/2011,6/30/2012,Ventura,Southern California,Non-Profit,Aides & Orderlies,96244,1.20,N
2012,106560838,PACIFIC SHORES HOSPITAL,1/1/2012,12/31/2012,Ventura,Southern California,Investor,Aides & Orderlies,7814,0.97,N
2012,106571086,WOODLAND MEMORIAL HOSPITAL,7/1/2011,6/30/2012,Yolo,Greater Sacramento,Non-Profit,Aides & Orderlies,33982,0.84,N
2012,106574010,SUTTER DAVIS HOSPITAL,1/1/2012,12/31/2012,Yolo,Greater Sacramento,Non-Profit,Aides & Orderlies,22010,1.17,N
2012,106580996,RIDEOUT MEMORIAL HOSPITAL,7/1/2011,6/30/2012,Yuba,Greater Sacramento,Non-Profit,Aides & Orderlies,110016,1.27,N
2013,106010735,ALAMEDA HOSPITAL,7/1/2012,6/30/2013,Alameda,Bay Area,District,Aides & Orderlies,179839,1.87,N
2013,106010739,ALTA BATES SUMMIT MED CTR-ALTA BATES CAMPUS,1/1/2013,12/31/2013,Alameda,Bay Area,Non-Profit,Aides & Orderlies,165104,1.00,N
2013,106010776,CHILDRENS HOSPITAL & RESEARCH CENTER AT OAKLAND,1/1/2013,12/31/2013,Alameda,Bay Area,Non-Profit,Aides & Orderlies,79133,1.04,N
2013,106010782,THUNDER ROAD CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1/1/2013,12/31/2013,Alameda,Bay Area,Non-Profit,Aides & Orderlies,74626,5.48,N
2013,106010846,ALAMEDA COUNTY MEDICAL CENTER,7/1/2012,6/30/2013,Alameda,Bay Area,City/County,Aides & Orderlies,201795,1.14,N
2013,106010856,KAISER FOUNDATION HOSPITAL - OAKLAND CAMPUS,1/1/2013,12/31/2013,Alameda,Bay Area,Non-Profit,Aides & Orderlies,249355,3.56,N
2013,106010858,KAISER FOUNDATION HOSPITAL - HAYWARD,1/1/2013,12/31/2013,Alameda,Bay Area,Non-Profit,Aides & Orderlies,94310,2.08,N
2013,106010887,KINDRED HOSPITAL - SAN FRANCISCO BAY AREA,1/1/2013,12/31/2013,Alameda,Bay Area,Investor,Aides & Orderlies,45376,2.37,N
2013,106010937,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-HAWTHORNE,1/1/2013,12/31/2013,Alameda,Bay Area,Non-Profit,Aides & Orderlies,184604,2.09,N
2013,106010967,ST. ROSE HOSPITAL,10/1/2012,9/30/2013,Alameda,Bay Area,Non-Profit,Aides & Orderlies,40499,1.08,N
2013,106010987,WASHINGTON HOSPITAL - FREMONT,7/1/2012,6/30/2013,Alameda,Bay Area,District,Aides & Orderlies,138413,1.82,N
2013,106013687,MERRITT PERALTA INSTITUTE CHEMICAL DEPENDENCY RECOVERY HOSPITAL,1/1/2013,12/31/2013,Alameda,Bay Area,Non-Profit,Aides & Orderlies,5308,0.82,N
2013,106014034,FREMONT HOSPITAL,1/1/2013,12/31/2013,Alameda,Bay Area,Investor,Aides & Orderlies,0,0.00,N
2013,106014050,VALLEYCARE MEDICAL CENTER,7/1/2012,6/30/2013,Alameda,Bay Area,Non-Profit,Aides & Orderlies,115227,1.68,N
2013,106014207,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,7/1/2012,6/30/2013,Alameda,Bay Area,Investor,Aides & Orderlies,25715,3.30,N
2013,106014226,TELECARE WILLOW ROCK CENTER,7/1/2012,6/30/2013,Alameda,Bay Area,Investor,Aides & Orderlies,29042,8.14,N
2013,106034002,SUTTER AMADOR HOSPITAL,1/1/2013,12/31/2013,Amador,Central Sierra,Non-Profit,Aides & Orderlies,14252,0.93,N
2013,106040802,BIGGS-GRIDLEY MEMORIAL HOSPITAL,7/1/2012,6/30/2013,Butte,Northern Sacramento Valley,Non-Profit,Aides & Orderlies,43812,1.58,N
